name,smol,best_recs,upcom
Thicket Food Park,1,"['Casita Nicole Antojitos Mexicanos', 'Taqueria Peloncitos', 'Antojitos Hondureños El Progreso', 'Bua Loy Thai Cuisine']","['Casita Nicole Antojitos Mexicanos', 'Afia Foods', 'Lolita La Tampiqueña', 'Antojitos Hondureños El Progreso']"
JCPenney,0,"['Buckle', ""Dillard's"", 'JCPenney', 'JCPenney']","['Buckle', 'Marine Layer', 'Estilo', 'Rogue American', 'Billy Reid']"
Texas Physical Therapy Specialists,1,"['Symmetry Physical Therapy', ""Children's Therapeutics of Austin"", 'Endeavor Physical Therapy & Wellness', 'Quantum Physical Therapy']","['The Training Room', 'Symmetry Physical Therapy', 'Quantum Physical Therapy', ""Children's Therapeutics of Austin""]"
Firestone Complete Auto Care,0,"['Firestone Complete Auto Care', 'Firestone Complete Auto Care', 'Firestone Complete Auto Care', ""McSpadden's Tire & Automotive""]","['Advanced Automotive and Tire', 'Pep Boys', 'Family Tires', 'Amazing Auto Repair & Transmission', 'Pro Automotive and Body']"
Natural Grocers,1,"[""JD's Market"", 'Natural Grocers', 'H-E-B', 'HEB Pharmacy']","['Joy Organics CBD Oil Austin', 'West Campus Market', 'Gandhi Bazar', 'Austin Slow Burn']"
Taqueria el Torito,1,"['Taqueria Piedra Grande', 'Cuantos tacos', 'Capital Taco', 'Trippy Tacos']","['Taqueria Piedra Grande', 'Trippy Tacos', 'Capital Taco', 'Cuantos tacos']"
Ernie's Welding Shop,1,"['American Bolt', 'Viking Fence', 'Sherwin-Williams Paint Store', 'Rent Equip - Austin']","['American Bolt', ""Austin's Custom Tops"", 'South Austin Metals', 'Johnstone Supply - Austin']"
Longview Park,0,"['Lou Neff Point', 'Bailey Park', 'St Edwards Park', 'Eastwoods Park', 'Wooten Park']","['Walter E Long Park', 'Bob Wentz Park At Windy Point', 'Emma Long Metropolitan Park', 'Northwest District Park', 'Pease Park']"
Oak Knoll Automotive,1,"[""Rev's Automotive"", 'Christian Brothers Automotive Brodie Lane', 'OTS Auto Repair', 'Crabtree Import Repair']","['Professional Automotive', 'OTS Auto Repair', ""Rev's Automotive"", 'Lone Star Complete Auto Care']"
Donn's BBQ & Catering,0,"[""Donn's Texas BBQ"", 'Bill Miller Bar-B-Q', ""Cisco's Restaurant Bakery & Bar"", 'Les Bobos Crepes']","[""Chi'Lantro"", ""Chi'Lantro"", 'Les Bobos Crepes', 'Tacodeli', 'Old Thousand - Burnet']"
Willow Brook Apartments,0,"['Element Austin', 'The Brook Apartments', 'The Beverly Apartments', 'Regents West at 26th', 'Cameron Villas']","['Camden Cedar Hills Apartments', 'HomePlace Apartment Search', 'Cameron Villas', 'Austin Midtown Apartments', 'AMLI 5350']"
The Goddard School,1,"['Stepping Stone School - Shoal Creek/Domain', ""The Children's Center of Austin"", 'Cadence Academy Preschool', 'Academia Preescolar']","['Stepping Stone School - Shoal Creek/Domain', 'Cadence Academy Preschool', 'Academia Preescolar', 'All His Children Preschool']"
Austin Capital Mortgage,1,"['Emily Franke - SWBC Mortgage Corporation', 'Frost Bank', 'Home Vantage Mortgage', 'UFCU University Financial Center']","['Emily Franke - SWBC Mortgage Corporation', 'Home Vantage Mortgage', 'Adelo Mortgage', 'Capstar Lending']"
Schlotzsky's,0,"[""Jason's Deli"", ""Jason's Deli"", ""Jersey Mike's Subs"", 'Firehouse Subs']","[""Jersey Mike's Subs"", 'Subway', 'Garden Spot Cafe & Catering', 'Chick-fil-A', 'Subway']"
King's BBQ and Soul,1,"['Red White & QUE', 'Rib Majesty BBQ', ""Brown's Bar-B-Que"", 'Jim’s Smokehouse']","['Jim’s Smokehouse', ""Ladybird's Austin Kitchen"", 'Tacos Y Tortas El Chilango', 'Bummer Burrito']"
Ombre Nails Spa,0,"['Studio N9 Quality Nails & Spa', 'Pamper Nails', 'Super Nails', 'Super Star Nails & Spa']","['Studio N9 Quality Nails & Spa', 'Super Nails', 'Emerald Nails', 'Lash Lab 512', ""Lash'd Out""]"
Escape Massage & Spa,1,"['Xin Foot Spa', 'Foot Massage', 'Wellness Foot Spa', 'Li Foot Massage']","['I Foot Spa', 'Li Foot Massage', 'Wellness Foot Spa', 'Oak Hill Healing Arts']"
Custom Sounds & Tint,0,"['The Dashcam Store', 'Custom Sounds & Tint', 'Capital Kustoms', 'Txr Custom Car Audio & Accessories']","['The Dashcam Store', 'Txr Custom Car Audio & Accessories', 'Low Price Auto Glass South', ""Mother's Window Tint"", 'Shade Shop Window Tinting & Paint Protection']"
Square House,1,"['2020 Congress Condos', 'Thomas Cheng - Keller Williams Realty', 'Stewart Title', 'Moreland Properties']","['Sente Mortgage', 'Moxie Realty Group', 'Independence Title -  Tower of the Hills', 'Independence Title']"
Kinser Ranch,0,"['Moon Valley Nurseries', 'Top Choice Lawn Care', 'Austin Firewood', 'Geo Growers']","['Moon Valley Nurseries', 'Top Choice Lawn Care', 'Austin Firewood', 'Geo Growers', 'Bamboo Your Privacy']"
Manuel's,0,"['La Cocina de Consuelo', 'Taco Cabana', 'Tacos Ivan', 'ñoños tacos']","['Tacos Ivan', 'Taqueria Los Altos', 'Autenticos Michoacanos', 'El Huache', ""Aguilera's Mexican Restaurant""]"
Casper,0,"['SOLID', 'Austin Natural Mattress', 'Mattress Firm Circle C Ranch', 'Mattress Firm Rosedale']","['Mattress Firm Circle C Ranch', 'Mattress Firm Shops at the Galleria', 'Mattress Firm Rosedale', 'SOLID', 'Austin Natural Mattress']"
Guild City Center,1,"['Onyx Hotels', 'La Villa Vista', 'DoubleTree by Hilton Hotel Austin', 'Residence Inn Austin South']","['Residence Inn Austin North/Parmer Lane', 'Hampton Inn Austin/Oak Hill', 'Tru by Hilton Austin Airport', 'Homewood Suites by Hilton Austin-Arboretum/NW']"
The Shops at Arbor Walk,0,"['Rainey Street', 'Foot Locker', 'Dollar Tree', 'Personally Yours']","['Dollar Tree', 'Hearth & Soul', 'Goodwin Don Jeweler & Manufacturing', ""Anna's Toy Depot"", 'Pokemaniacs']"
Austin's Automotive Specialists,0,"['Davis Tire & Automotive', ""Riethmeyer's Auto Repair"", ""McSpadden's Tire & Automotive"", ""Lamb's Tire & Automotive""]","['Davis Tire & Automotive', ""Riethmeyer's Auto Repair"", ""Olmeda's Tire & Auto"", 'Valvoline Instant Oil Change', ""McSpadden's Tire & Automotive""]"
Buckman Orthodontics,1,"['Luv Braces', 'Moody Orthodontics', 'Del Toro Orthodontics', 'Kunik Orthodontics']","['Moody Orthodontics', 'Luv Braces', 'Kunik Orthodontics', 'Kenneth Schaefer, DDS']"
Bouldin Acres,0,"['Soco Bar & Bites', 'Pelons Tex-Mex', ""Granny's Tacos"", 'Chaparros Tacos']","['Soco Bar & Bites', 'Chaparros Tacos', 'Veracruz All Natural', 'Sabor Tapatio', 'La Tunita 512']"
Precision Tune Auto Care,0,"[""Lamb's Tire & Automotive"", ""Lamb's Tire & Automotive"", ""Lamb's Tire & Automotive"", 'Midas', 'Meineke Car Care Center']","['Meineke Car Care Center', ""Lamb's Tire & Automotive"", 'ME Gene Johnson Station & Garage', 'Crestview Auto Repair', 'Lopez Auto Repair']"
"Texas Orthopedics, Sports & Rehabilitation Associates",0,"['Texas Orthopedics, Sports & Rehabilitation Associates', 'Austin Orthopedics & Sports Medicine', 'Vagner Gregg A', 'Sean M Gallagher, MD']","['Vagner Gregg A', 'Sean M Gallagher, MD', 'Airrosti', 'Jeffrey Padalecki, MD']"
Pool-Aide,0,"[""Leslie's"", 'Tri County Pool Service', ""Leslie's"", 'A+ Pool Leak Detectives']","[""Leslie's"", 'Tri County Pool Service', 'Fantastic Pool Service', 'A+ Pool Leak Detectives', 'American Spa And Pool, A.S.A.P']"
Rustic Tap,1,"['Cedar Street Courtyard', 'The Saxon Pub', 'San Jac Saloon', 'Vice Bar']","['San Jac Saloon', 'Back Lot', 'Dozen Street', 'Hudson Tavern']"
Prime Pool Service,1,"['Blue Bottom Pools - Austin', 'American Spa And Pool, A.S.A.P', 'Hill Country Pools', 'Patriot Pool and Spa']","['Blue Bottom Pools - Austin', 'American Spa And Pool, A.S.A.P', 'Patriot Pool and Spa', 'Poolsmart']"
Big Top Candy Shop,0,"['Lammes Candies', ""Pepe's Fruit Cup Shop"", ""Tiff's Treats"", 'Confituras Little Kitchen']","['Confituras Little Kitchen', ""See's Candies"", ""Tiff's Treats"", 'Hudson Meat Market', 'The Smoothie Factory']"
Mama's Keeper Cleaning Service,1,"['Let Kelly', 'Maids and Moore', 'The Boardwalk Cleaning', 'Poppins Cleaning Service']","['Let Kelly', 'Maids and Moore', 'Enviromaids Austin', 'Poppins Cleaning Service']"
Lick Honest Ice Creams,0,"['Yogurt Planet', 'Austin Scoops', ""Menchie's Frozen Yogurt"", 'All Star Frozen Treats', ""Andy's Frozen Custard""]","[""Andy's Frozen Custard"", ""Amy's Ice Cream"", 'Yogurt Planet', ""Menchie's Frozen Yogurt"", ""Bruster's Real Ice Cream""]"
Copper Restaurant & Bar,0,"['Golden Corral Buffet & Grill', 'Souper Salad', 'Halal Bros', 'Hopdoddy Burger Bar']","[""Ancho's Restaurant"", 'Tumble 22', 'Cicis', 'Stacked Sliders', 'Hotel Vegas Concession Stand']"
Austin's Pizza Four Points,0,"[""Papa John's Pizza"", 'East Side Pies', ""Austin's Pizza 35th Street"", ""Papa John's Pizza"", ""Austin's Pizza Westlake""]","[""Papa Murphy's"", 'Little Deli & Pizzeria', 'Cicis', 'Craft Woodfire Pizza', 'Austin Eastciders - Barton Springs']"
A New Beginning School of Massage,0,"['Avenue Five Institute', 'Total Rider', 'Total Rider - Motorcycle Safety Training', 'Austin Driving School']","['Avenue Five Institute', 'Total Rider', 'Austin Driving School', 'Austin Moto Academy', 'Total Rider - Motorcycle Safety Training']"
The Austin Crawfish Company,1,"['34th Street Catering', 'Delaware North Company', 'Primizie Catering', 'Gourmet Gals']","['Primizie Catering', '34th Street Catering', 'Gourmet Gals', '2 Dine 4 Fine Catering']"
Elite Heating and Air Conditioning,1,"['Cornerstone Home & Commercial Services', 'Indoor Weather Professionals', 'ARS / Rescue Rooter Austin', ""John's Appliance Repair""]","['Cornerstone Home & Commercial Services', 'Indoor Weather Professionals', ""John's Appliance Repair"", 'Eco Air Conditioning']"
Coleman Lube Express,0,"[""Jimmy's Top Tech Auto"", 'Koenig Lane Automotive', 'Take 5 Oil Change', 'Mobil 1 Rapid Lube']","['Koenig Lane Automotive', 'Take 5 Oil Change', 'Mobil 1 Rapid Lube', 'Flashpoint Auto Inspection', 'Manchaca Garage']"
Wham Bam Bagels & Coffee Truck,1,"['Austin Eats Food Tours', 'Austin Biplane', 'Einstein Bagels & Caribou Coffee', ""Quack's 43rd Street Bakery""]","['Austin Biplane', 'Starbucks', 'El Tigre Coffee', 'Coffee Run']"
"Life Ki-do Martial Arts, Parenting & Life Education",1,"['Austin Ninjas', 'Elite Martial Arts', 'Maximum Martial Arts Academy', 'Palacios ATA Martial Arts']","['Elite Martial Arts', 'Austin Ninjas', 'Maximum Martial Arts Academy', 'Palacios ATA Martial Arts']"
Blackstock Family Health Center,0,"['Baylor Scott & White Clinic - Austin Circle C', 'Nelly Velasquez, MD PA', 'Red River Family Practice', 'Paul John MD']","['Gary L Werntz, MD', 'Fincken Gerald, DO', 'Aline Zeringue, RN ACNS BC - ATX Primary Care', 'Miller Hillary, MD', 'Donald Brode, MD']"
China Harbor Restaurant,0,"['Super China', 'China Dynasty', 'China Fu', 'Egg Roll Express']","['China Fu', 'Old Thousand - Burnet', 'Xing Long Chinese Cuisine', 'Chef Hong Food Trailer', 'Neighborhood Sushi']"
Austin Outdoor Power,0,"['APCO - Appliance Parts Company', 'ABC Vacuum Warehouse', 'Bamboo Your Privacy', 'Austin Appliance Rebuilders']","['APCO - Appliance Parts Company', 'Bamboo Your Privacy', 'Bedrock Stone & Design', 'Alamo Welding Supply', 'Austin Tree Surgeons']"
Eddie V's Prime Seafood,0,"[""Eddie V's Prime Seafood"", ""Ruth's Chris Steak House"", 'III Forks', 'The Capital Grille']","['Valhalla', 'Otopia Rooftop', 'Devil May Care', ""Antone's Nightclub"", 'Dozen Street']"
The Salon - Lakeway,1,"['Studio Cuts', 'Creative Images By Keri', 'Rick King', ""Scruff's Barbershop""]","['Studio Cuts', ""Scruff's Barbershop"", 'Creative Images By Keri', 'Jay Kelly Hair Studio']"
Family Carwash,1,"['Go Wash II', 'Palms Car Wash', 'Mister Car Wash', '1St Car Wash', 'Barton Springs Car Wash']","['Complete Auto Detail & Car Wash', 'Top of the Line Detailing', 'Premier Wash and Detail', 'Taurus Auto Detailing']"
CrossFit Central,1,"['Orangetheory Fitness - Domain', 'Orangetheory Fitness', 'CrossFit City Limits', 'Austin Simply Fit']","['Orangetheory Fitness', 'Orangetheory Fitness - Domain', 'CrossFit City Limits', 'Orangetheory Fitness Circle C']"
Better Days,1,"['Detour', 'Buck Wild', 'Buckshot', 'Fulton', 'King Bee Lounge']","['King Bee Lounge', 'Watertrade', 'Little Brother', 'Fulton']"
Tino's Mexican Food,1,"['Taqueria Mina', 'Taqueria el Torito', 'Veracruz All Natural', 'Freebirds World Burrito']","['Taqueria Mina', 'Taqueria el Torito', 'Jefes Street Tacos', 'Un Taco Mas']"
James Avery Craftsman,0,"['Originals Jewelry & Fine Gifts', 'McCoy Jewelcraft', 'Goodwin Don Jeweler & Manufacturing', 'Zales Outlet-Shops At Tech Ridge', 'James Avery']","['Compass Trading Company', 'Originals Jewelry & Fine Gifts', 'McCoy Jewelcraft', 'Goodwin Don Jeweler & Manufacturing', 'AMC Company']"
Travis County Strength,1,"['Blue Sky Strongbox Personal Training', 'Planet Fitness', 'Driven Performance Training', 'Anytime Fitness']","['Planet Fitness', 'Blue Sky Strongbox Personal Training', 'Driven Performance Training', 'Austin Simply Fit']"
Garcia Precision Auto Service,0,"['Klingemann Car Care & Tire Pros', ""Austin's Automotive Specialists"", 'Lucas Tire & Auto Service', ""Lamb's Tire & Automotive""]","['Klingemann Car Care & Tire Pros', ""Austin's Automotive Specialists"", 'Austin Texas Muffler and Mechanic', 'Ron Shimek Auto Service Center', 'SoulSpeed Performance']"
Garbo's Lobster Truck,0,"['Redfin Mobile Kitchen', ""Turf N Surf Po' Boy"", 'Burro Cheese Kitchen', 'Glory Hole Hot Dogs']","['Redfin Mobile Kitchen', 'El Paisa', 'Taqueria Anyeli', 'La Fogata Tacos', 'Gobble Gobble']"
Bounce Around Austin,1,"['Marquee Event Rentals - Austin', 'Say Cheese Photo Booths', 'Pinata Party Palace', 'Five Below']","['Say Cheese Photo Booths', 'Five Below', 'Musical Chairs', 'Premiere Events']"
Chago's Caribbean Cuisine,0,"['Cuba 512', 'Subway Restaurants', ""Lily's Sandwich"", 'The Story of Texas Cafe']","['The Cuban Corner', ""Jersey Mike's Subs"", ""Big Vinny's Bbq"", 'The Happy Grilled Cheese', ""Jason's Deli""]"
Nikki's  Pool,1,"['Crystal Clear Pools & Spas', 'Master Pools of Austin', 'Way Construction Services', 'Overhead Door Company of Austin']","['Green Clover Contracting', 'TRW Concrete Construction', 'Red River Restorations', 'Fantastic Pool Service']"
Texas Memorial Museum,1,"['BedPost Confessions', 'South Austin Popular Culture Center', 'Museum of the Weird', 'Moviehouse & Eatery']","['BedPost Confessions', 'South Austin Popular Culture Center', 'Fun Fun Fun Fest', 'Austin Scottish Rite Theater']"
Texas Children's Pediatrics - Austin Pediatrics,0,"['Hill Country Pediatrics', ""Texas Children's Pediatrics Longhorn Pediatrics"", ""Texas Children's Pediatrics Dawson & Ramirez Pediatrics"", 'Barton Creek Pediatrics']","[""Texas Children's Pediatrics Dawson & Ramirez Pediatrics"", 'Barton Creek Pediatrics', 'Hill Country Pediatrics', 'Austin Endoscopy Center', 'Wells Branch Medical Center']"
Brian Smith DDS,1,"['Kenneth Schaefer, DDS', 'Castle Dental', 'Forest Family Dentistry - Burnet', 'Brush32 of Central Austin']","['Kenneth Schaefer, DDS', 'Forest Family Dentistry - Burnet', 'South Austin Dental Associates', 'Brush32 of Central Austin']"
Just Four Paws,0,"['D Pet Hotels Austin', 'The Sporty Dog', 'Perfect Pooch Mobile and Shop Grooming', 'Highmark Kennel']","['D Pet Hotels Austin', 'The Sporty Dog', 'Highmark Kennel', 'Taurus Academy', ""Bobbi Colorado's Canine Camp""]"
Wells Fargo Bank,1,"['Bank of America Financial Center', 'Capital One Bank', 'TruWest Credit Union', 'Regions Bank', 'Chase Bank']","['Horizon Bank', 'Hillcrest Bank', 'Texas Health Credit Union', 'Wells Fargo Bank']"
French Legation Museum,1,"['Texas Military Forces Museum', 'Austin Rock and Roll Car Museum', 'Museum of Natural and Artificial Ephemerata', 'Casa Neverlandia']","['Museum of Natural and Artificial Ephemerata', 'Texas Military Forces Museum', 'Casa Neverlandia', 'MACC- Mexican American Cultural Center']"
Apolonia Catering,1,"['Chew Chew BBQ', 'Austin Barbecue Company Catering', 'B Cooper Barbecue', 'Ranch Hand']","['Chew Chew BBQ', 'B Cooper Barbecue', 'Ranch Hand', 'Austin Barbecue Company Catering']"
Austin Oral Maxillofacial Surgery,1,"['Austin Perio Health', 'Omni Dental Group', 'Simon Garza Jr, DDS', 'Sasi K Mannem, DDS -  Mannem Dentistry']","['Austin Perio Health', 'Simon Garza Jr, DDS', 'Tony M Pacheco Jr, DDS', 'Daren W. Evans DDS Family and Cosmetic Dentistry']"
The UPS Store,0,"['The UPS Store', 'The UPS Store', 'The UPS Store', 'The UPS Store']","['Compu Signs', 'Insty-Prints', 'FedEx Office Print & Ship Center', 'Printing Solutions', 'PostNet']"
Lola Savannah Coffee Lounge,0,"['Texas Reds and Whites Tasting Room', 'Sloan + Parker', 'Wanderlust Wine Co.', 'Water 2 Wine']","['Sloan + Parker', 'Texas Reds and Whites Tasting Room', 'Wanderlust Wine Co.', 'Water 2 Wine', 'The Far Out Lounge and Stage']"
Renaissance at North Bend,0,"['Limestone Canyon Apartments', 'The Ballpark North', 'IMT Southpark', '3500 Westlake Apartments', 'Stonecreek Ranch Apartments']","['Water Marq', '422 at the Lake', 'Congress Square Apartments', 'AMLI Covered Bridge', 'Marquis at Treetops']"
U First Auto Body Shop,1,"['Browning Auto Parts', 'Terry Sayther Automotive', 'Auto 7 Tech', 'Austin Body Shop']","['Terry Sayther Automotive', 'Auto 7 Tech', 'Canyon Edge Auto Body', 'AutoNation Collision Center Austin']"
Twin Liquors,1,"['WB Liquors & Wine - Costco', 'Ace Liquor', ""Spec's Wines, Spirits & Finer Foods"", 'Oak Liquor Cabinet']","[""Gunter's Liquor"", ""Chris's Liquor Stores"", 'Oak Liquor Cabinet', 'King Liquor']"
Madras Dhaba,0,"['Taqueria Piedra Grande', 'Cuantos tacos', 'Capital Taco', 'Trippy Tacos']","['Trippy Tacos', 'Cuantos tacos', 'Taqueria Piedra Grande', 'Capital Taco', 'Taqueria el Torito']"
ATX Doulas,1,"['Brenda Marlin Doula and Childbirth Services', 'U.S. HealthWorks Medical Group', 'Austin Pulmonary Consultants', 'The Joint Chiropractic']","['Brenda Marlin Doula and Childbirth Services', 'We Are Blood', 'South Austin Therapy Group', 'Ma Acupuncture Center']"
Walgreens,0,"['Walgreens', 'Walgreens', 'Walgreens', 'Walgreens']","['Rda Pro Mart', 'Black Butterfly Bath & Body', 'Shell', 'Beauty Store Salon & Spa']"
Drive 512 Auto Ranch,1,"['Covert Cadillac', 'Charles Maund Toyota', 'South Austin Nissan', 'Dynamic Motors']","['Austin Rising Fast Motor Cars', 'Vipa Automotor', ""Steve's Mobile Auto Care"", 'Century Automotive']"
Home2 Suites by Hilton Austin North/Near the Domain,1,"['Homewood Suites by Hilton Austin-South/Airport', 'Staybridge Suites Austin North - Parmer Lane', 'Omni Austin Hotel Downtown', 'Village Motor Inn', 'Walnut Forest Motel']","['Staybridge Suites Austin North - Parmer Lane', 'Sleep Inn & Suites Austin North - I-35', 'Staybridge Suites Austin South Interstate Hwy 35', 'Residence Inn by Marriott Austin Northwest/The Domain Area']"
The Lodge Austin,0,"['Detour', 'Buck Wild', 'Buckshot', 'Fulton', 'King Bee Lounge']","['King Bee Lounge', 'Better Days', 'Watertrade', 'Little Brother', 'Fulton']"
Westlake Pediatric Dentistry,1,"['Stephen M Sherwood DDS PLLC', 'River Rock Dental - Mueller', 'Austin Kids Teeth', 'River Rock Dental - Austin']","['Stephen M Sherwood DDS PLLC', 'River Rock Dental - Mueller', 'Austin Kids Teeth', 'James R Waters, DDS MSD']"
Capitol Chevrolet,0,"['Charles Maund Toyota Service Center', 'Vipa Automotor', 'Charles Maund Toyota', 'South Austin Nissan']","['Vipa Automotor', 'Terex Auto Body & Paint', 'C & S Body Shop', 'AMM Collision - Research Blvd', ""Hai's Alignment & Auto Services""]"
Champion Performance & Recovery,1,"['Performance Therapy Group', 'Whitehead Chiropractic', 'Community Health & Rehab Centre', 'Medicine in Motion']","['Performance Therapy Group', 'Whitehead Chiropractic', 'Tiger Lily Studios', 'Robert Graham, MD']"
Last Satellite Salon,1,"['Ulta Beauty', 'Janet St. Paul Studio for Hair and Beauty', 'Ashleigh Grounds Hair Stylist & Makeup Artist', 'Jose Luis Salon & Boutique']","['Janet St. Paul Studio for Hair and Beauty', 'Ashleigh Grounds Hair Stylist & Makeup Artist', 'Jose Luis Salon & Boutique', 'Jose Luis Salon & Boutique']"
Taqueria Morales,0,"['Taqueria Gardenia', 'Taqueria Anyeli', 'Bomb Tacos', 'Taqueria La Libertad']","['Taqueria La Libertad', 'Taqueria Anyeli', 'Taqueria Gardenia', 'Taquitos Michoacanos', 'Discada']"
Edible Arrangements,0,"['Edible Arrangements', 'Maggie Louise Confections', ""Charlotte's Fiesta Flowers"", 'Edible Arrangements']","['Maggie Louise Confections', ""See's Candies"", 'ParkCrest Floral Design', 'Pollen Floral Art']"
Chi'Lantro,1,"[""Chi'Lantro"", 'Korean Grill', 'SOHA', 'Together Restaurant']","[""Chi'Lantro"", 'SOHA', 'BBQ Chicken Highland Village', 'Old Thousand - Burnet']"
Turf N Surf Po' Boy,0,"['Redfin Mobile Kitchen', ""Garbo's Lobster Truck"", 'Baton Creole', 'Yalla Burgers & Wings halal']","['Redfin Mobile Kitchen', 'Gobble Gobble', 'Taqueria Anyeli', 'Thai-Licious', 'TacoWey']"
Kreuzer Tile,1,"['Jon Nuckels Custom Tile Installation', 'Boatright Hardwood Floors', 'I Renovate Austin', ""Archie's Concrete Design""]","['Jon Nuckels Custom Tile Installation', 'Garage Monkeyz', 'I Renovate Austin', ""Archie's Concrete Design""]"
Christopher Philley Attorney At Law,1,"['The Law Office of Samuel Solodar', 'Loewy Law Firm', 'Brian Guerra', 'Daniel Stark Law, PC']","['The Law Office of Samuel Solodar', 'Loewy Law Firm', 'Brian Guerra', 'R. Shane McFarland']"
Modern Acupuncture,1,"['Lucas Brown Acupuncture - West Sixth Wellness', 'Light Family Acupuncture', 'Ann Mowat LAc, MAOM', 'Tigerlily Wellness & Acupuncture', 'Jian Hua Mu, LAC']","['AcuTouch Acupuncture and Herb Center', 'Upper Star Acupuncture', 'Ann Mowat LAc, MAOM', 'Jian Hua Mu, LAC']"
Shenoy Granites & Marble,0,"['Fine Lumber & Plywood Inc', 'Harbor Freight Tools', 'Jewell an Oldcastle Company', 'Morrison Supply Company']","['Fine Lumber & Plywood Inc', 'Morrison Supply Company', 'Dial One Electrical Services', 'Eastside Lumber and Decking', 'Bedrock Stone & Design']"
The UPS Store,0,"['Diligent Delivery Systems - formerly Capitol Courier', 'PostalAnnex+', 'PostalAnnex+', 'Pak Mail']","['PostalAnnex+', 'Pak Mail', 'The UPS Store', 'The UPS Store']"
LoLa Beauty,1,"['Pearl Beauty', 'Lyric Salon', 'Habit Salon', ""Anita's Eclipse Hair Salon""]","['Habit Salon', 'Lyric Salon', 'Pearl Beauty', 'Blood and Glitter Makeup']"
Organic Nails & Spa,0,"[""Cleopatra's Salon"", 'Modern Nails Lounge Spa', 'Jeffrie Ann Chambers Skin Care', 'Tip & Toe Spa']","[""Cleopatra's Salon"", 'The Waxing Studio', 'Jeffrie Ann Chambers Skin Care', 'Designer Nails', 'Lash Therapy']"
Intelligentsia,1,"['Alfred', 'Caffe Medici', ""Prufrock's Java City"", 'Starbucks', 'Starbucks']","['Flitch Coffee', 'Lola Savannah Coffee Lounge', 'Alfred', 'Liberty Press Coffee']"
SquareRut Kava Bar,1,"['Kick Butt Coffee', 'SquareRüt Kava Bar', '400 Rabbits Bar', 'Moose Family Center Austin Lodge 1735']","['SquareRüt Kava Bar', 'Moose Family Center Austin Lodge 1735', 'Cactus Cafe', 'Zanzibar']"
Asterra Properties,1,"['TOWERS Realty', 'ERA Bettinger Realtors', 'Twelve Rivers Realty & Management', 'Mike Minns - Atlas Realty']","['Tony Elias - Realty Austin Broker Associate', 'TOWERS Realty', 'Mike Minns - Atlas Realty', 'Mary Jane Moran - Realty Austin']"
YETI Custom Shop,0,"['Bernard Watch Co.', 'Medical Express Psi', 'Dollar Tree', 'Northcross Mall']","['Bee Caves Jewelers', 'Amanda Deer Jewelry', ""C'Est Chic"", 'New Tech Tennis', 'Austin Flag and Flagpole']"
La Tonya Jackson At The Hair Palace,0,"['Dori Stella - Hair Stylist', 'Damron Salon', 'Jorge Eduardo Salon', 'California Cuts Salon']","['Dori Stella - Hair Stylist', 'Jorge Eduardo Salon', 'Damron Salon', 'California Cuts Salon', 'Amy Salas']"
Action Pawn,0,"['National Pawn & Jewelry', 'Cash America Pawn', 'Cash America Pawn', 'National Pawn & Jewelry']","['Cash America Pawn', 'Austin Cash 4 Gold', 'Cash Pawn', 'Stones Throw Studio', 'First Cash Pawn']"
Austin Telco Federal Credit Union,0,"['Ryan Leahy - SecurityNational Mortgage Company', 'Frost Bank', 'Velocity Credit Union - Brodie Oaks', 'RBFCU - North Austin']","['Ryan Leahy - SecurityNational Mortgage Company', 'Frost Bank', 'Vista Lending', 'Cody Daniel - Capstar Lending', 'Mission Mortgage of Texas']"
Bud Twilley Landscapes,0,"['SweetWater Landscape and Projects', 'Dirt-y-deeds', 'John Garrett Design', 'D-CRAIN']","['SweetWater Landscape and Projects', 'Dirt-y-deeds', 'John Garrett Design', 'Cougar Irrigation', 'D-CRAIN']"
Salons By JC,1,"['Edge Salon & Suites', 'Baby Face Day Spa', 'Scissors Sound Hair Salon', ""Cal's Nail & Hair Salon""]","['Scissors Sound Hair Salon', 'Baby Face Day Spa', 'Expo Salon', 'The Hills Salon & Spa']"
La Perla,0,"['The Lost Well', 'Latchkey', ""C-Hunt's Icehouse"", 'Twin Creeks Hall']","['Latchkey', 'The Lost Well', ""C-Hunt's Icehouse"", 'Twin Creeks Hall', 'Aviator Pizza & Drafthouse- Parmer Lane']"
Alterra,0,"['Reliant Pest Management', 'A Done Right Pest Control', 'Heat Wave Bed Bug Control', 'Sovereign Pest Control']","['Heat Wave Bed Bug Control', 'Mosquito Control Systems', 'A Done Right Pest Control', 'Mosquito Authority', 'J & J Pest Control, Inc.']"
Austin State Hospital,0,"['Surgicare of South Austin', 'Cornerstone Hospital of Austin', 'Stonegate Surgery Center', 'Texan Surgery Center']","['Stonegate Surgery Center', 'Family Hospital at Lake Travis', 'Texas Weight Loss Center', 'Michele Fitzgerald, CPM', 'Far West Dental']"
Town & Country Veterinary Hospital,1,"['Burnet Road Animal Hospital', 'Westgate Pet & Bird Hospital', 'Westlake Animal Hospital', 'Love Pet Hospital']","['Burnet Road Animal Hospital', 'Westlake Animal Hospital', 'Firehouse Animal Health Center', 'Village Veterinary Hospital']"
Hire Priority Apartment Staffing,1,"['The Social Apartments', 'Milo', 'Austin Waters at Tech Ridge', 'Flatiron Domain']","['Tree Apartments', 'Bell Quarry Hill', 'Nolina Flats', 'Ladera Apartments']"
