name,smol,best_recs,upcom
"Spec's Wines, Spirits & Finer Foods",0,"[""Trader Joe's"", ""Wiggy's"", 'J & J Spirits', 'Navidad Farms']","['J & J Spirits', 'Navidad Farms', 'Total Wine & More', 'Onion Creek Spirit Wine & Liquor', 'Twin Liquors']"
Regional Finance Corp,0,"['Bank of America Financial Center', 'Capital One Bank', 'TruWest Credit Union', 'Regions Bank']","['Wells Fargo Bank', 'Horizon Bank', 'Wells Fargo Bank', 'Wells Fargo Bank', 'Hillcrest Bank']"
THE Soccer Corner,1,"['lululemon athletica', 'Disc Nation', 'Finish Line', 'Texas Running Company - Austin/Gateway']","['Disc Nation', 'Caswell Tennis Center', 'Jenson Fishing Tackle', 'Medusa Skates']"
JB Mortgage Group,1,"['Cody Daniel - Capstar Lending', 'The Roman Lopez Real Estate Team', 'Wendy Papasan - Papasan Real Estate Team', 'Watters International Realty']","['Cody Daniel - Capstar Lending', 'The Roman Lopez Real Estate Team', 'Eleven Oaks Realty', 'Jeff Gifford - Keller Williams']"
Pro Car Audio,0,"['Custom Sounds & Tint - Austin', 'Auto Detailing Austin', 'Custom Sounds & Tint', 'Sunshades Tint & Sound']","['Auto Detailing Austin', 'Sunshades Tint & Sound', 'The Dashcam Store', 'Muffin Muffler', 'Texas Hitch & Truck Center']"
Wendy's,0,"[""Wendy's"", ""P. Terry's Burger Stand"", ""Wendy's"", 'Burger King']","['Burgerlicious', 'Simon’s Burger', 'Dairy Queen', 'Subway']"
Reid's Cleaners & Laundry,0,"['Crystal Cleaners', ""Rick's Cleaners"", 'Star Brite Cleaners', 'Parmer Laundromat']","[""Rick's Cleaners"", 'Parmer Laundromat', 'J&B Alterations and Cleaners', 'Press Cleaners', 'Q Alterations & Cleaners']"
Pep Boys,0,"['Jiffy Lube', 'Brake Check', 'Jiffy Lube', 'Jiffy Lube']","['Deluxe Auto Service', 'Crestview Auto Repair', 'Lopez Auto Repair', ""Austin's Automotive Specialists"", ""Lamb's Tire & Automotive""]"
Sundance BBQ,1,"[""Earl Campbell's Food Truck"", 'Prime Taco Grille', 'Texas Ranch BBQ', 'OneTaco Taquería']","['Texas Ranch BBQ', ""Asado's Taqueria"", 'OneTaco Taquería', 'Asador']"
Campus and Central Properties,0,"['IMT at The Domain', 'The Ridge', 'Bridgehead Apartments', 'Link Apartment']","['Addison At Kramer Station', 'Link Apartment', '360 Condominiums', 'Sundance Apartments', 'Austin Cool Properties']"
Lash Gal Austin,1,"['Adore Makeup Boutique & Salon', 'Hall Plastic Surgery and Rejuvenation Center', 'SEPHORA', 'Amillion Tattoos & Body Piercing']","['Adore Makeup Boutique & Salon', 'Hall Plastic Surgery and Rejuvenation Center', 'Amillion Tattoos & Body Piercing', 'Lash & Brow by Evelyn']"
KFC,0,"['KFC', 'KFC', 'Golden Chick', 'Flyrite']","['Roots Chicken Shak', 'Project Pollo', ""Wendy's"", 'Subway', 'The Bon Aire']"
Safelite AutoGlass,0,"['Safelite AutoGlass', 'Tint Specialist', 'Austin Mobile Glass', 'Continental Collision']","['Tint Specialist', 'North Lamar Auto Body Shop', ""Don's Paint & Body Shop"", 'Caliber Collision', 'Network Auto Body & Paint Shop']"
Whitney Lee Photography,1,"['Live Oak Photo Booth', 'Heather Curiel Weddings', 'Kristi Wright Photography', 'Kenneth Gall Photography']","['Kristi Wright Photography', 'Kenneth Gall Photography', 'Heather Curiel Weddings', 'Live Oak Photo Booth']"
Rainbow,0,"['Cove Boutique', 'Style Encore North Austin', 'Melrose', ""Francesca's Collections""]","['Blue Elephant Boutique', ""Francesca's Collections"", 'The Garden Room', 'Wear Art Thou', 'Vans']"
Austin Powder Coating,1,"['Humpback Junk Removal', 'Malco Electric', 'Super Steam', 'Texas AC & Plumbing Specialist']","['Malco Electric', 'Indoor Weather Professionals', ""AME's Mirror & Glass"", 'Cornerstone Concrete Stain']"
ACL Locksmith,1,"['Hulk Locksmith', 'Longhorn Locks', 'Pop-A-Lock', 'Okey Dokey Locksmith - Austin']","['Hulk Locksmith', 'Sharp Brothers Locksmith', 'The Keyless Shop - Austin', 'Dirt-y-deeds']"
Firestone Complete Auto Care,0,"['Firestone Complete Auto Care', 'Firestone Complete Auto Care', 'Firestone Complete Auto Care', 'Firestone Complete Auto Care']","['Excalibur Automotive Repair', 'Yost Automotive II', ""Hohmann's Automotive"", 'Don Rucker Tire & Auto', 'Autozone']"
Wilson Plumbing,1,"['Allstate Plumbing', 'Henderson Plumbing', 'Blue Dragon Plumbing', 'ABC Supply Company']","['Allstate Plumbing', 'Biggs Plumbing', 'Morrison Supply Company', 'Robert Salgado Plumbing']"
Swish Dental Brodie,1,"['Elite dentistry', 'Castle Dental', 'Castle Dental', 'Brident Dental & Orthodontics']","['Toothbar', 'Elite dentistry', 'Belterra Dental', 'Southpark Meadows Dental Group and Orthodontics']"
Dog Haus Ghost Kitchen,0,"['FARE Food Truck', 'Sonic Drive-In', 'Glory Hole Hot Dogs', 'i Fratelli Pizza North - Austin']","['Glory Hole Hot Dogs', 'Dog Haus Biergarten', 'Plow Burger', 'Downtown Burgers', 'Lake Travis Pizza']"
RightSpace Storage,0,"['U-Haul Moving & Storage at Burnet Rd & Fm 2222', 'Burnet Road Self Storage', 'Unicorn Moving & Storage', 'U-Haul Moving & Storage at Ben White']","['Burnet Road Self Storage', '1/2 Price Boxes', 'Austin Mobile Notary Public', 'Blue Ribbon Moving & Storage']"
Maverick Horseback Riding,0,"['Switch Willo Stables', 'Tiny Tails To You', 'Varsity Tutors - Austin', 'Mad Science']","['Varsity Tutors - Austin', 'Mad Science', 'Tri-Star Farm', 'Hearts and Paws', 'Brad Woods Mitzi Woods Stables']"
Alpha Nails,0,"['Tianna Nails', 'Coated Professionally Polished', 'ProNails', 'Nails by Gina', 'Hot Nails']","['Diamond Nails & Spa', 'Rockstar Nails', 'Glow Nails Beauty Bar + Lounge', 'Balcones Nails', 'Glitter Nails Salon']"
Automotive Specialists,1,"['Universal Motors', 'Capital City Automotive', 'Ruiz Automotive', 'Amberger Automotive', 'Rivera Welding & Muffler 4']","['Silent Automotive', 'Dura Tune', 'Luu Auto Repair', 'Motormania Vw Specialist', ""Lempar's Garage""]"
Austin Regional Clinic: ARC Anderson Mill,0,"['Getman William, MD', 'Austin Neurosurgical Institute', 'ATX Orthopedics', 'Austin Regional Clinic: ARC Medical Park Tower']","['Austin Neurosurgical Institute', 'Getman William, MD', 'ATX Orthopedics', 'Prochnow Ross, MD', 'Geoffrey Cox, MD']"
Pure Pilates - Austin,1,"['Pilates Center of Austin', 'Body Springs Studio', 'Club Pilates', 'Pathway To Fitness']","['Body Springs Studio', 'Pilates Center of Austin', 'Club Pilates', 'Feel Good Pilates Austin']"
The Grove Apartments,1,"['State Street Properties', 'Brentwood Townhomes', 'Barton Creek Landing', 'The Joplin at Crestview Apartments']","['State Street Properties', 'AMLI 5350', 'HomePlace Apartment Search', 'The Beverly Apartments']"
AAMCO Transmissions & Total Car Care,0,"['Excalibur Automotive Repair', ""Hohmann's Automotive"", 'Yost Automotive II', 'Firestone Complete Auto Care']","['Excalibur Automotive Repair', 'Yost Automotive II', ""Hohmann's Automotive"", 'Austin Rebuilders', 'SoCo Muffler, Radiator & Auto Repair']"
The Smoking Caterpillar,1,"['Smoke-N-Chill', 'Mr Nice Guys', 'Planet K South', 'Create A Cig']","['Smoke-N-Chill', 'Central Texas Vapor', 'Vapor Logic', 'Happy Clouds Smoke Shop']"
Strickland Physical Therapy Associates,0,"['Austin Orthopedics & Sports Medicine', 'Nova Medical Centers - Austin North', 'Texas Family Physicians', 'Texas Cardiac Arrhythmia Institute']","['Airrosti', 'Texas Orthopedics, Sports & Rehabilitation Associates', 'Whitehead Chiropractic', 'Ergowellness', 'Dynamic Sports Medicine']"
Bella Terra Cosmetics Kiosk,0,"['Rda Pro Mart', 'Everyday Minerals', 'Austin Nail & Beauty Supply', 'Sally Beauty Supply']","['Rda Pro Mart', 'Sally Beauty Supply', 'Origins', 'M & W Fashions', 'I Love You Pink']"
Beehive,1,"['Everything But Water', 'Billy Reid', 'Talbots', 'Rogue American']","['Billy Reid', 'Rogue American', 'Talbots', 'Spring Frost Boutique']"
"Bryan Kansas, MD",1,"['Kocurek Jeffrey N, MD', ""Children's Urology"", 'Rodney B Ashworth, MD', 'Lauren G Ash, MD - Southwest Austin Surgical']","['Kocurek Jeffrey N, MD', 'Rodney B Ashworth, MD', 'Austin Surgeons', 'Kelly Martinez, MD, FACS']"
Volume,0,"['Element Austin', 'The Brook Apartments', 'The Beverly Apartments', 'Regents West at 26th', 'Cameron Villas']","['Camden Cedar Hills Apartments', 'HomePlace Apartment Search', 'Cameron Villas', 'Austin Midtown Apartments', 'AMLI 5350']"
Buckingham Center For Facial Plastic Surgery,1,"['Rhoad To Beauty', 'Westlake Dermatology & Cosmetic Surgery - Southwest Parkway', 'Westlake Dermatology & Cosmetic Surgery - Lamar Central', 'Ned Snyder IV, MD']","['Rhoad To Beauty', 'Westlake Dermatology & Cosmetic Surgery - Southwest Parkway', 'Ned Snyder IV, MD', 'Westlake Dermatology & Cosmetic Surgery - Lamar Central']"
Blenders and Bowls - Eastside,1,"['Blenders and Bowls - North Lamar', 'Nekter Juice Bar', 'Willow & Co', 'Biscuits + Groovy - South']","['Blenders and Bowls - North Lamar', 'Nekter Juice Bar', 'Willow & Co', 'Cafe 605']"
IHOP,0,"['IHOP', ""Lebowski's Grill"", 'Josephine House', ""Jim's Restaurants""]","[""Lebowski's Grill"", 'Another Broken Egg Cafe', 'The Headliners Club', 'Thistle Cafe', 'Fresh Donuts']"
Tanglewood North Apartments,0,"['The Social Apartments', 'Milo', 'Austin Waters at Tech Ridge', 'Flatiron Domain', 'Villas at Stone Oak Ranch']","['Flatiron Domain', 'Austin Waters at Tech Ridge', 'AMLI on Aldrich', 'Villas of La Costa', 'Magnolia Court Apartments']"
Turf N Surf Po' Boy,0,"['Mariscos Los Jarochos', 'mmmpanadas', ""Turf N Surf Po' Boy"", 'The Vegan Nom']","['Paprika ATX', 'Jefeberto’s Taco Shack', 'Matamoros Tacos', 'Austin Frigid Frog', 'Bacchus and Brown']"
Phoenicia Bakery and Deli,0,"['San Francisco Bakery & Café', 'Figure 8 Coffee Purveyors', 'Swedish Hill', 'Big City Bagels and Subs']","['The Green Cart', 'ALPETRA', ""Ronnie's Real Food Bistro"", 'Dimassi’s Mediterranean Buffet', 'The Happy Grilled Cheese']"
Arrowhead Custom Framing,1,"['Blue Skies Frame Company', 'Woodcraft - Austin', 'Sunset Canyon Pottery', 'FastFrame - North Austin']","['Blue Skies Frame Company', 'Woodcraft - Austin', 'Sunset Canyon Pottery', 'FastFrame - North Austin']"
Pop-A-Lock,0,"['Hulk Locksmith', 'Longhorn Locks', 'ACL Locksmith', 'Okey Dokey Locksmith - Austin']","['Hulk Locksmith', 'ACL Locksmith', 'Sharp Brothers Locksmith', 'The Keyless Shop - Austin', 'Dirt-y-deeds']"
Happy Larry's Motorcycle Towing,1,"['Bullet Towing', 'Limey Bikes', 'Aviles & Gabes Towing', ""Cuznbob's  Motorcycles""]","['Limey Bikes', 'Milestone Motorcycles', 'QZ Cycle', ""Cuznbob's  Motorcycles""]"
Taco Bell,0,"['Taco Bell', 'Taco Bell', 'Cruzteca Mexican Kitchen', ""Torchy's Tacos""]","['Twisted Grill', ""Asado's Taqueria"", 'El Mana Authentic Mexican Food Truck', 'Discada', 'Kings Taqueria Y Mas']"
Discount Mattress,1,"['Urban Mattress Central Austin', 'Mattress Firm Gateway', 'Mattress Firm Shops at the Domain', 'Denver Mattress']","['Mattress Firm Gateway', 'Denver Mattress', 'Mattress Firm Shops at the Domain', ""Austin's Couch Potatoes Outlet""]"
The Yellow Rose,0,"['Perfect 10 Cabaret', 'Palazio Cabaret', 'Pizzeria Paparazzi', 'Forbidden Fruit']","['Forbidden Fruit', 'Buzz Buzz Tattoo', 'Sans Bar', 'The Grand', ""Raggedy Anne's""]"
Diligent Delivery Systems - formerly Capitol Courier,0,"['Dropoff', 'Greyhound Package Express', 'The UPS Store', 'Pak Mail']","['Dropoff', 'Pak Mail', '1-512-Deliver', 'The UPS Store', 'The UPS Store']"
Whisper Hollow,0,"['The Social Apartments', 'Milo', 'Austin Waters at Tech Ridge', 'Flatiron Domain', 'Villas at Stone Oak Ranch']","['Flatiron Domain', 'Austin Waters at Tech Ridge', 'AMLI on Aldrich', 'Villas of La Costa', 'Magnolia Court Apartments']"
Far West Dog Park,0,"['Domain Central Park', 'Hancock Dog Park', 'West Austin Park & Wading Pool', 'Lou Neff Point']","['Hancock Dog Park', 'West Austin Park & Wading Pool', 'Plaza Saltillo', 'Eastwoods Park', 'Tanglewood Forest Park']"
Travis County Exposition Center,0,"['Chapel Dulcinea', 'Palmer Events Center', 'Zilker Park Clubhouse', 'Villa St Clair']","['Chapel Dulcinea', 'The Allan House', 'The Addison Grove', 'Palmer Events Center', 'Zilker Park Clubhouse']"
O'daku Sushi,0,"['Osio', ""Chi'Lantro"", 'DK Sushi South & Seoul Korean Restaurant', 'Ichiban']","['Osio', 'Gyu-Kaku Japanese BBQ', 'Jim’s Smokehouse', ""King's BBQ and Soul"", ""Chi'Lantro BBQ""]"
Jessica Doffing Photography,1,"['She-N-He Photography and Design', 'Laura Morsman Photography', 'Melissa Glynn Photography', 'Madeleine Tilin Photography']","['She-N-He Photography and Design', 'Laura Morsman Photography', 'Madeleine Tilin Photography', 'Melissa Glynn Photography']"
"Kelly W Keith, DDS",1,"['Ricardo H Garcia, DDS', 'Van Eyk James, DDS', 'Tony E McDowell, DDS', 'Branyon Scott, DDS']","['Branyon Scott, DDS', 'Ricardo H Garcia, DDS', 'Van Eyk James, DDS', 'Tony E McDowell, DDS']"
Tacos Las Amazonas,1,"['Tacos Ricos', 'Lechuza Birria Tacos', 'Pepe’s Tacos', 'Tacos Laguna #2']","['Tacos Ricos', 'Pollos Asados Las Brasas', 'Pepe’s Tacos', 'Un Mundo De Sabor']"
Spicewood Valley Trail,1,"['West Bouldin Creek Greenbelt', 'Blunn Creek Greenbelt', 'Great Hills Park Trail', 'The Terrace Hiking Trail']","['Great Hills Park Trail', 'Blunn Creek Greenbelt', 'The Terrace Hiking Trail', 'Walnut Creek Greenbelt']"
Lefty's Bar & Grille,0,"['Thistle Cafe', 'Hill Country Dining', ""Hill's Cafe"", 'Hat Creek Burger Company']","['The Headliners Club', 'Thistle Cafe', 'JDs Tacos', ""Lebowski's Grill"", 'Another Broken Egg Cafe']"
Capco Roofing,1,"['Roofing By Stacy Pearson', 'Acura Roofing', 'Quality Roofing Austin', 'Douglas Foundation Repair']","['Roofing By Stacy Pearson', 'Quality Roofing Austin', 'Douglas Foundation Repair', 'Jose Robles']"
Lydian Dental on Lamar,1,"['Glen Wainwright, DDS - Austin Dental Care', 'Oak Hill Family Dental Center', 'Gary Cash, DDS', 'Jester Village Dental']","['Glen Wainwright, DDS - Austin Dental Care', 'Gary Cash, DDS', 'Harmony Dental Wellness: Sheila Farahani, DDS', 'SoLa Dental of Austin']"
Texas Coffee Traders,0,"['Summer Moon Coffee', 'Caroline', 'Lazarus Brewing', 'Gossip Shack']","['Summer Moon Coffee', 'Gossip Shack', 'Soco Homebrew', ""Joe's Amps"", 'Summer Moon Coffee']"
Jiffy Lube,0,"['Brake Check', 'Jiffy Lube', 'Jiffy Lube', 'Pep Boys']","['Deluxe Auto Service', 'Crestview Auto Repair', 'Lopez Auto Repair', ""Austin's Automotive Specialists"", ""Lamb's Tire & Automotive""]"
Westdale Parke,0,"['Element Austin', 'The Brook Apartments', 'The Beverly Apartments', 'Regents West at 26th', 'Cameron Villas']","['Camden Cedar Hills Apartments', 'HomePlace Apartment Search', 'Cameron Villas', 'Austin Midtown Apartments', 'AMLI 5350']"
Central Christian Church,1,"['Metropolitan Community Church of Austin', 'One Chapel - Austin', 'Gracepoint Austin Church', 'Great Hills Baptist Church', 'Austin Christian Fellowship']","['Hope Presbyterian Church', 'St Austin Catholic Parish', 'Austin Christian Fellowship', 'Grace Covenant Church']"
NewSound Hearing Centers,1,"['Hearing Aid Express', 'RK Audiology', 'Austin Ear Clinic', 'Sinus & Snoring Specialists']","['Hearing Aid Express', 'RK Audiology', 'Sinus & Snoring Specialists', 'Dustin L Reid, MD']"
Jalal Mobile Barber,1,"['Great Clips', 'Birds Barbershop', 'Birds Barbershop', 'Hair By Jose Salon']","['Agape Family Barber Shop', 'Hair By Jose Salon', ""Austin's Finest Barber Shop"", 'Hair Shack']"
Aloe Skin + Body,1,"['Westlake Wellbeing', 'Massage Heights Southpark Meadows', 'Tender Lomi Care', 'Jennifer L Lazar Massage Therapy']","['Westlake Wellbeing', 'Massage Heights Southpark Meadows', 'Jennifer L Lazar Massage Therapy', 'Fairmont Spa']"
Trader Joe's,0,"[""Trader Joe's"", ""Trader Joe's"", ""Spec's Wines, Spirits & Finer Foods"", ""Wiggy's""]","['Royal Blue Grocery', 'Fresh Plus Grocery', 'Total Wine & More', 'E-Z Stop Grocery', 'Clarksville Market']"
Burro Cheese kitchen,0,"['Apple Spice', 'Wild Taco', 'Mum Foods', 'Killa Wasi']","['Apple Spice', 'Wild Taco', 'Mum Foods', 'Killa Wasi', 'Pueblo Viejo Traila']"
Capitol Cleaners and Tailors,0,"[""Rick's Cleaners"", 'Austin Alterations & Cleaners', 'Esquire Cleaners', ""Rick's Cleaners""]","['Austin Alterations & Cleaners', 'Q Alterations & Cleaners', ""Cathy's Cleaners"", 'The Laundry Spot', 'The Big Clean Laundromat - Parmer']"
Austin 360 Roofing,0,"['Carrington Roofing', 'Bill Powers Roofing', 'Wilson Roofing Co.', 'Barker Roofing']","['Bill Powers Roofing', 'Carrington Roofing', 'Armadillo Roofing & Exteriors', 'C. Haynes Construction', 'JP Construction']"
Project Serve Volleyball Club,0,"['Stepping Stone School - Hyde Park', 'Cheer Station National Cheerleading Training Center', 'Texas Campaign for the Environment', 'Apple Tree Learning Center']","['Cheer Station National Cheerleading Training Center', 'Stepping Stone School - Hyde Park', 'Austin Community College - Pinnacle Campus', ""Papa Chops' Rod and Reel Repair"", 'West Austin Youth Association']"
Sichuan River,0,"['A+A Sichuan China', ""Chen's Noodle House"", 'China Palace', 'Hunan Riverplace']","['Plow Bao', ""Bao'd Up - Burnet Road"", 'Qi Austin', 'Steamies Dumplings - Retail Store', ""Steamies Dumplings - Mueller Farmer's Market""]"
Miracle on 5th Street,0,"['The Tipsy Alchemist', 'Two Bucks', 'Mezcalería Tobalá', 'Lustre Pearl']","['Mezcalería Tobalá', ""Dumont's Down Low Bar"", 'Nickel City', 'Here Nor There', 'Bar 508 Mezcalerita']"
Southpaws Playschool for Dogs and Puppies,1,"['Taurus Academy', 'Train My Dogs', 'Austin Dog Whisperer', 'Instinctual Balance']","['Train My Dogs', 'Taurus Academy', 'Instinctual Balance', 'Sit Means Sit South Austin']"
Modern Nails Lounge Spa,0,"['Salon Uffizi', 'Organic Nails & Spa', 'Jeffrie Ann Chambers Skin Care', 'Tip & Toe Spa']","['Salon Uffizi', 'Lantana Nails', 'Designer Nails', 'Jeffrie Ann Chambers Skin Care', 'Dazzle Nails Spa']"
Domino's Pizza,0,"[""Domino's Pizza"", ""Domino's Pizza"", ""Domino's Pizza"", 'Pizza Hut']","['Thundercloud Subs', 'sandoitchi Pop Up', ""Cooper's Sandwiches"", 'The Meltery', 'Pizza Patrón']"
Burnet Flats Luxury Apartments,0,"['Element Austin', 'The Brook Apartments', 'The Beverly Apartments', 'Regents West at 26th', 'Cameron Villas']","['Camden Cedar Hills Apartments', 'HomePlace Apartment Search', 'Cameron Villas', 'Austin Midtown Apartments', 'AMLI 5350']"
Good Guys Tree Service,0,"['Tree Tx', ""Trotter's Tree Service"", 'The Tree Tender', 'Amigos Tree Service']","['Tree Tx', 'The Tree Tender', ""Trotter's Tree Service"", 'Amigos Tree Service', 'Oscar Ponce Tree Service']"
P. Terry's Burger Stand,0,"[""Wendy's"", ""Wendy's"", ""Wendy's"", 'Burger King']","[""Wendy's"", 'Burgerlicious', 'Simon’s Burger', 'Dairy Queen', 'Subway']"
Castrol Premium Lube Express,0,"[""McSpadden's Tire & Automotive"", ""Lamb's Tire & Automotive"", 'Kenny Hill Autoworks', 'Midas']","['Valvoline Instant Oil Change', ""McSpadden's Tire & Automotive"", ""Olmeda's Tire & Auto"", ""Riethmeyer's Auto Repair"", 'Luxury Auto Works']"
Austin Airport Cell Phone Lot,0,"['Premium Parking - P3004', 'Texas Premier Parking', 'Hospitality Parking', 'Austin-Bergstrom International Airport - AUS']","['Pecan Grove RV Park', 'Mark Weinstein Motors', 'Cycle Lift', 'Northwest Imports', 'Anytime Car Wash']"
Tatsumi Sushi,1,"['Zen Japanese Food Fast', 'Nanami Sushi Bar & Grill', 'Hanara Sushi & Grill', 'Tsukimi']","['Hanara Sushi & Grill', 'Otoko', 'Neighborhood Sushi', 'Domo Alley Gato']"
Clive Bar,0,"['The Wyldwood', 'Austin City Limits Studio', 'ACL Live at The Moody Theater', 'Blind Pig Pub']","['The Wyldwood', 'Austin City Limits Studio', 'Sans Bar', 'The Cat’s Pajamas', ""Raggedy Anne's""]"
Mr Gatti's Pizza,0,"[""Papa John's Pizza"", 'East Side Pies', ""Austin's Pizza 35th Street"", ""Papa John's Pizza"", ""Austin's Pizza Westlake""]","[""Papa Murphy's"", 'Little Deli & Pizzeria', 'Cicis', 'Craft Woodfire Pizza', 'Austin Eastciders - Barton Springs']"
